  0.290182   0.000000   0.000000   0.256867
  0.290182  -0.191500   0.110913  -0.130409
  0.972535   0.191500  -0.110913   0.130409
  0.260117   0.000000   0.000000   0.222342
  0.260117   0.203980  -0.073869   0.048697
  0.963992  -0.203980   0.073869  -0.048697
  0.583344   0.000000   0.000000   0.567508
  0.583344  -0.563803  -0.015613   0.062839
  1.096316   0.563803   0.015613  -0.062839
  0.303667   0.000000   0.000000   0.272009
  0.303667  -0.189625   0.160297  -0.111069
  0.976644   0.189625  -0.160297   0.111069
  0.250910   0.000000   0.000000   0.211496
  0.250910  -0.180831   0.047653  -0.098793
  0.961548   0.180831  -0.047653   0.098793
  0.187804   0.000000   0.000000   0.130558
  0.187804  -0.022377  -0.021518  -0.126813
  0.947042   0.022377   0.021518   0.126813
  0.361016   0.000000   0.000000   0.334824
  0.361016  -0.012304   0.009302   0.334469
  0.995967   0.012304  -0.009302  -0.334469
  0.246140   0.000000   0.000000   0.205815
  0.246140   0.036738  -0.169183  -0.111299
  0.960314  -0.036738   0.169183   0.111299
  0.269325   0.000000   0.000000   0.233047
  0.269325   0.027956   0.229448  -0.029714
  0.966517  -0.027956  -0.229448   0.029714
  0.288022   0.000000   0.000000   0.254424
  0.288022  -0.044640  -0.183771   0.170198
  0.971893   0.044640   0.183771  -0.170198
  0.332157   0.000000   0.000000   0.303486
  0.332157  -0.089623  -0.115145  -0.266107
  0.985874   0.089623   0.115145   0.266107
  0.184984   0.000000   0.000000   0.126468
  0.184984  -0.112852   0.002480   0.057030
  0.946487   0.112852  -0.002480  -0.057030
  0.370630   0.000000   0.000000   0.345169
  0.370630   0.092635  -0.257738  -0.210075
  0.999493  -0.092635   0.257738   0.210075
  0.354117   0.000000   0.000000   0.327374
  0.354117  -0.000410  -0.051599  -0.323282
  0.993488   0.000410   0.051599   0.323282
  0.303539   0.000000   0.000000   0.271866
  0.303539   0.153993  -0.210347   0.077144
  0.976604  -0.153993   0.210347  -0.077144
  0.162659   0.000000   0.000000   0.090735
  0.162659  -0.002747  -0.006577   0.090455
  0.942378   0.002747   0.006577  -0.090455
  0.315147   0.000000   0.000000   0.284768
  0.315147   0.059082   0.005984   0.278507
  0.980274  -0.059082  -0.005984  -0.278507
  0.254859   0.000000   0.000000   0.216167
  0.254859   0.159471  -0.032524   0.142265
  0.962586  -0.159471   0.032524  -0.142265
  0.274082   0.000000   0.000000   0.238528
  0.274082  -0.076525   0.196804   0.110941
  0.967853   0.076525  -0.196804  -0.110941
  0.228444   0.000000   0.000000   0.184287
  0.228444  -0.095247   0.127971  -0.092268
  0.955932   0.095247  -0.127971   0.092268
  0.240997   0.000000   0.000000   0.199636
  0.240997   0.007767   0.067651   0.187664
  0.959009  -0.007767  -0.067651  -0.187664
  0.277121   0.000000   0.000000   0.242014
  0.277121  -0.164603  -0.138678  -0.110659
  0.968718   0.164603   0.138678   0.110659
  0.273441   0.000000   0.000000   0.237792
  0.273441  -0.034563   0.216972  -0.090960
  0.967672   0.034563  -0.216972   0.090960
  0.288350   0.000000   0.000000   0.254795
  0.288350   0.121688   0.018290  -0.223110
  0.971990  -0.121688  -0.018290   0.223110
  0.195132   0.000000   0.000000   0.140895
  0.195132   0.051580   0.009495   0.130770
  0.948523  -0.051580  -0.009495  -0.130770
  0.243479   0.000000   0.000000   0.202626
  0.243479  -0.074296   0.181582   0.050649
  0.959636   0.074296  -0.181582  -0.050649
  0.282105   0.000000   0.000000   0.247706
  0.282105  -0.006159   0.117408   0.218026
  0.970156   0.006159  -0.117408  -0.218026
  0.214768   0.000000   0.000000   0.167034
  0.214768  -0.029928  -0.003774  -0.164288
  0.952756   0.029928   0.003774   0.164288
  0.279616   0.000000   0.000000   0.244867
  0.279616   0.161705  -0.142662  -0.116013
  0.969435  -0.161705   0.142662   0.116013
  0.257977   0.000000   0.000000   0.219835
  0.257977   0.026989  -0.161255   0.146954
  0.963416  -0.026989   0.161255  -0.146954
  0.177080   0.000000   0.000000   0.114596
  0.177080  -0.022449   0.105092   0.039799
  0.944974   0.022449  -0.105092  -0.039799
  0.350696   0.000000   0.000000   0.323671
  0.350696   0.020362   0.040894  -0.320431
  0.992274  -0.020362  -0.040894   0.320431
  0.284478   0.000000   0.000000   0.250405
  0.284478  -0.156089  -0.135497   0.141349
  0.970848   0.156089   0.135497  -0.141349
  0.272857   0.000000   0.000000   0.237120
  0.272857  -0.073950   0.181286   0.133765
  0.967507   0.073950  -0.181286  -0.133765
  0.216198   0.000000   0.000000   0.168868
  0.216198  -0.011151  -0.025382  -0.166577
  0.953080   0.011151   0.025382   0.166577
  0.214805   0.000000   0.000000   0.167081
  0.214805   0.095528   0.100280   0.093457
  0.952764  -0.095528  -0.100280  -0.093457
  0.253586   0.000000   0.000000   0.214665
  0.253586   0.040186  -0.050586   0.204712
  0.962250  -0.040186   0.050586  -0.204712
  0.302167   0.000000   0.000000   0.270333
  0.302167  -0.058671  -0.237830  -0.114344
  0.976178   0.058671   0.237830   0.114344
  0.359710   0.000000   0.000000   0.333416
  0.359710   0.298938  -0.121889  -0.083339
  0.995495  -0.298938   0.121889   0.083339
  0.210698   0.000000   0.000000   0.161767
  0.210698   0.145281   0.056140  -0.043706
  0.951847  -0.145281  -0.056140   0.043706
  0.631580   0.000000   0.000000   0.616983
  0.631580   0.090291  -0.213171   0.571904
  1.122725  -0.090291   0.213171  -0.571904
  0.252217   0.000000   0.000000   0.213046
  0.252217   0.174082   0.089452   0.084157
  0.961890  -0.174082  -0.089452  -0.084157
  0.217405   0.000000   0.000000   0.170412
  0.217405   0.012997   0.016899  -0.169073
  0.953354  -0.012997  -0.016899   0.169073
  0.210981   0.000000   0.000000   0.162136
  0.210981   0.013809  -0.035288   0.157646
  0.951910  -0.013809   0.035288  -0.157646
  0.470441   0.000000   0.000000   0.450655
  0.470441   0.407408  -0.039834  -0.188472
  1.040641  -0.407408   0.039834   0.188472
  0.257148   0.000000   0.000000   0.218861
  0.257148  -0.071600  -0.081859   0.189928
  0.963195   0.071600   0.081859  -0.189928
  0.411626   0.000000   0.000000   0.388859
  0.411626   0.321443   0.074757  -0.205662
  1.015409  -0.321443  -0.074757   0.205662
  0.205941   0.000000   0.000000   0.155521
  0.205941  -0.024160  -0.135638   0.072149
  0.950805   0.024160   0.135638  -0.072149
  0.307996   0.000000   0.000000   0.276833
  0.307996  -0.183500   0.075279  -0.193125
  0.977998   0.183500  -0.075279   0.193125
  0.247124   0.000000   0.000000   0.206991
  0.247124  -0.037966   0.026215   0.201784
  0.960567   0.037966  -0.026215  -0.201784
  0.205240   0.000000   0.000000   0.154591
  0.205240   0.123427   0.071490  -0.059612
  0.950654  -0.123427  -0.071490   0.059612
  0.249580   0.000000   0.000000   0.209917
  0.249580  -0.037338   0.000146  -0.206570
  0.961202   0.037338  -0.000146   0.206570
